10_1	10-30-------16:30:00	0:13	D: 6.6568730839355545	L: 0.04437544196844101
10a_2	10-30-------17:01:06	0:20	D: 13.798968395427448	L: 0.08230554312467575
10a_3	10-30-------17:31:21	0:30	D: 13.393674695624318	L: 0.08111584931612015
10a_4	10-30-------18:00:32	0:30	D: 11.348879987434783	L: 0.08558136969804764
10a_4	10-30-------19:48:45	0:27	D: 11.348879987434783	L: 0.08558136969804764
10a_2	10-30-------19:50:15	0:13	D: 13.798968395427448	L: 0.08230554312467575
10a_2	10-30-------20:14:14	0:13	D: 11.033556926589299	L: 0.049382202327251434
10a_1	10-30-------20:15:22	0:13	D: 9.085464809108709	L: 0.04663202539086342
10	10-30-------20:16:38	0:13	D: 15.17213783797888	L: 0.06606092303991318
10_1	10-30-------20:17:03	0:13	D: 6.6568730839355545	L: 0.04437544196844101
10a_1	10-30-------20:20:43	0:13	D: 9.085464809108709	L: 0.04663202539086342
10a	10-30-------20:21:28	0:13	D: 15.17213783797888	L: 0.06606092303991318
10a_0	10-30-------20:22:29	0:13	D: 15.17213783797888	L: 0.06606092303991318
10a_1	10-30-------22:08:57	0:29	D: 10.40059596026361	L: 0.040917593985795975
10a_2	10-31-------00:01:06	0:28	D: 6.101160605119434	L: 0.04166377708315849
10a_3	10-31-------01:54:32	0:26	D: 6.063413312747386	L: 0.03939101845026016
10a_4	10-31-------03:48:21	0:28	D: 5.283145990907345	L: 0.041327930986881256
10a_5	10-31-------05:44:04	0:28	D: 5.731519252562144	L: 0.04003136605024338
10a_6	10-31-------07:40:07	0:27	D: 5.039667851872963	L: 0.03704587742686272
10a_7	10-31-------09:36:36	0:28	D: 5.066845904385464	L: 0.0349726527929306
10a_8	10-31-------11:32:02	0:26	D: 6.009314220583861	L: 0.0363258458673954
10a_8	10-31-------11:45:10	0:27	D: 6.009314220583861	L: 0.0363258458673954
10a_0	10-31-------11:46:03	0:13	D: 15.17213783797888	L: 0.06606092303991318
10a_1	10-31-------11:46:30	0:13	D: 10.40059596026361	L: 0.040917593985795975
10a_2	10-31-------11:46:54	0:13	D: 6.101160605119434	L: 0.04166377708315849
10a_8	10-31-------11:51:45	0:13	D: 7.590723873726443	L: 0.04209216311573982
10a_8	10-31-------12:49:15	0:13	D: 4.890136327636636	L: 0.04051828756928444
10a_9	10-31-------14:43:25	0:27	D: 5.106174081700629	L: 0.04079293832182884
10a_10	10-31-------16:37:29	0:26	D: 4.796376170794645	L: 0.03561171144247055
10b_0	10-31-------16:41:33	0:30	D: 10.884406323788452	L: 0.06167322024703026
10b_1	10-31-------18:06:11	0:32	D: 6.309433928844595	L: 0.06955334544181824
10b_2	10-31-------19:32:53	0:32	D: 5.683582619406927	L: 0.04158011078834534
10b_3	10-31-------20:59:30	0:32	D: 5.731116329374303	L: 0.04671653360128403
10b_3	11-01-------00:43:09	0:30	D: 7.322518116102123	L: 0.033456917852163315
10b_3	11-01-------00:57:04	0:30	D: 8.815934276188091	L: 0.04443863779306412
10b_3	11-01-------00:57:40	0:13	D: 8.815934276188091	L: 0.04443863779306412
10b_3	11-01-------01:15:14	0:14	D: 11.050948993135359	L: 0.04254612699151039
10b_3	11-01-------01:19:56	0:14	D: 10.181344970538275	L: 0.043729063123464584
10b_3	11-01-------01:39:52	0:13	D: 7.6643713783785925	L: 0.04473661258816719
10b_3	11-01-------01:27:08	0:29	D: 5.943088446910739	L: 0.03909408673644066
10b_1	11-01-------02:30:23	0:28	D: 6.291249512305915	L: 0.037588976323604584
10b_2	11-01-------03:34:39	0:28	D: 6.891091968861271	L: 0.04138299077749252
10b_3	11-01-------04:38:23	0:28	D: 6.145302355068612	L: 0.04247833415865898
10b_4	11-01-------05:42:16	0:29	D: 7.921468049100633	L: 0.04817770794034004
10b_5	11-01-------06:45:59	0:27	D: 5.746352109299112	L: 0.036998581141233444
10b_6	11-01-------07:49:40	0:28	D: 7.58665122034499	L: 0.03704041242599487
10b_7	11-01-------08:54:21	0:28	D: 5.650157237717722	L: 0.03631121665239334
10b_8	11-01-------09:58:10	0:27	D: 5.36830780684635	L: 0.03740809112787247
10b_1	11-01-------12:26:31	0:29	D: 8.387271256515309	L: 0.03546616807579994
10b_2	11-01-------14:14:13	0:27	D: 6.359813224014199	L: 0.037175051867961884
10b_3	11-01-------15:59:12	0:28	D: 6.1641527551274935	L: 0.03148920461535454
10b_4	11-01-------17:45:25	0:29	D: 5.518055107736032	L: 0.031516846269369125
10b_5	11-01-------19:30:46	0:28	D: 5.281673180433601	L: 0.03752003610134125
10b_6	11-01-------21:17:39	0:28	D: 4.712516032898421	L: 0.032887592911720276
10b_7	11-01-------23:04:38	0:29	D: 5.542328854437096	L: 0.033850349485874176
10b_8	11-02-------00:51:20	0:28	D: 6.948705414837182	L: 0.0339692048728466
10b_8	11-02-------01:12:23	0:29	D: 6.948705414837182	L: 0.0339692048728466
10b_7	11-02-------01:13:17	0:13	D: 5.542328854437096	L: 0.033850349485874176
10b_7	11-02-------01:34:24	0:13	D: 5.405398584756049	L: 0.0412614569067955
10b_7	11-02-------01:42:24	0:13	D: 4.873576114262314	L: 0.03362709656357765
10b_8	11-02-------03:15:30	0:33	D: 7.4696753183189335	L: 0.037848420441150665
10b_9	11-02-------04:51:37	0:33	D: 6.373192033522277	L: 0.03871503844857216
10b_10	11-02-------06:28:32	0:33	D: 5.236628672771646	L: 0.035964157432317734
10b_11	11-02-------08:06:03	0:33	D: 5.87097786006551	L: 0.03561272844672203
10b_8	11-02-------11:19:14	0:35	D: 6.224662220377037	L: 0.03768550977110863
10b_8	11-02-------12:24:03	0:12	D: 6.423140075586551	L: 0.03655851632356644
10b_8	11-02-------12:55:58	0:13	D: 6.22671679323753	L: 0.035907596349716187
10b_8	11-02-------12:57:14	0:13	D: 7.7087851782790615	L: 0.04514196515083313
10b_8	11-02-------13:18:49	0:12	D: 5.57472691239584	L: 0.03761860728263855
10b_9	11-02-------15:12:16	0:30	D: 6.400720636280983	L: 0.04100494459271431
10b_9	11-02-------15:52:40	0:13	D: 6.3424333324921065	L: 0.047007545828819275
10b_9	11-02-------15:57:33	0:13	D: 7.4592702196954	L: 0.04305904358625412
10b_9	11-02-------17:28:38	0:13	D: 5.685848707766723	L: 0.04118520766496658
10b_10	11-02-------19:23:45	0:29	D: 6.6626041025617315	L: 0.04343976825475693
10b_10	11-02-------20:22:00	0:33	D: 6.6626041025617315	L: 0.04343976825475693
10b_10	11-02-------20:38:08	0:13	D: 5.416235976635155	L: 0.047616131603717804
10b_1	11-02-------20:52:26	0:12	D: 8.345207693359708	L: 0.0403054915368557
10b_2	11-02-------20:56:03	0:12	D: 6.162109951653998	L: 0.04217130318284035
10b_3	11-02-------20:56:20	0:12	D: 6.094438613299871	L: 0.036206915974617004
10b_4	11-02-------20:57:07	0:12	D: 5.408933808368258	L: 0.03612346947193146
10b_5	11-02-------20:57:25	0:12	D: 5.279716310377701	L: 0.043043382465839386
10b_6	11-02-------20:57:57	0:12	D: 4.578744197849745	L: 0.03773343935608864
10b_7	11-02-------20:58:15	0:12	D: 4.796273563724052	L: 0.03844425454735756
10b_8	11-02-------20:58:32	0:12	D: 5.529954133650046	L: 0.0431266613304615
10b_9	11-02-------20:58:49	0:12	D: 5.685848707766723	L: 0.04118520766496658
10b_10	11-02-------20:59:07	0:12	D: 5.416235976635155	L: 0.047616131603717804
10a_1	11-02-------21:03:23	0:12	D: 10.137943561187887	L: 0.04678257554769516
10a_2	11-02-------21:03:40	0:12	D: 6.045570388216373	L: 0.04763723909854889
10a_3	11-02-------21:03:58	0:12	D: 6.77157916406023	L: 0.04557326063513756
10a_4	11-02-------21:04:37	0:12	D: 5.192258524156029	L: 0.04754475876688957
10a_5	11-02-------21:05:58	0:12	D: 5.731124442853594	L: 0.04645385220646858
10a_6	11-02-------21:06:15	0:12	D: 5.028713910401124	L: 0.04277719557285309
10a_7	11-02-------21:06:33	0:12	D: 4.9443458932935425	L: 0.04012561962008476
10a_8	11-02-------21:06:50	0:12	D: 4.860207215184092	L: 0.046611931174993515
10a_9	11-02-------21:07:08	0:12	D: 5.1626185096351564	L: 0.046949613839387894
10a_10	11-02-------21:07:25	0:12	D: 4.7480185111780395	L: 0.04064567759633064
